team_season,severity,rule,detail
2023_BUF,WARN,inflated_qb,Josh Allen QB 93 is 90+ with status=generated_high_confidence (no manual override)
2023_DAL,WARN,inflated_qb,Dak Prescott QB 99 is 90+ with status=generated_high_confidence (no manual override)
2023_DET,WARN,inflated_qb,Jared Goff QB 95 is 90+ with status=generated_high_confidence (no manual override)
2023_GB,WARN,inflated_qb,Jordan Love QB 95 is 90+ with status=generated_high_confidence (no manual override)
2023_HOU,WARN,inflated_qb,C.J. Stroud QB 92 is 90+ with status=generated_high_confidence (no manual override)
2023_KC,WARN,inflated_qb,Patrick Mahomes QB 92 is 90+ with status=generated_high_confidence (no manual override)
2023_MIA,WARN,inflated_qb,Tua Tagovailoa QB 96 is 90+ with status=generated_high_confidence (no manual override)
2023_NO,WARN,inflated_qb,Derek Carr QB 91 is 90+ with status=generated_high_confidence (no manual override)
2023_TB,WARN,inflated_qb,Baker Mayfield QB 92 is 90+ with status=generated_high_confidence (no manual override)
2024_BAL,WARN,inflated_qb,Lamar Jackson QB 99 is 90+ with status=generated_high_confidence (no manual override)
2024_BUF,WARN,inflated_qb,Josh Allen QB 94 is 90+ with status=generated_high_confidence (no manual override)
2024_CIN,WARN,inflated_qb,Joe Burrow QB 99 is 90+ with status=generated_high_confidence (no manual override)
2024_DEN,WARN,inflated_qb,Bo Nix QB 91 is 90+ with status=generated_high_confidence (no manual override)
2024_DET,WARN,inflated_qb,Jared Goff QB 99 is 90+ with status=generated_high_confidence (no manual override)
2024_KC,WARN,inflated_qb,Patrick Mahomes QB 91 is 90+ with status=generated_high_confidence (no manual override)
2024_LAC,WARN,inflated_qb,Justin Herbert QB 92 is 90+ with status=generated_high_confidence (no manual override)
2024_MIN,WARN,inflated_qb,Sam Darnold QB 96 is 90+ with status=generated_high_confidence (no manual override)
2024_SEA,WARN,inflated_qb,Geno Smith QB 90 is 90+ with status=generated_high_confidence (no manual override)
2024_TB,WARN,inflated_qb,Baker Mayfield QB 99 is 90+ with status=generated_high_confidence (no manual override)
2024_WAS,WARN,inflated_qb,Jayden Daniels QB 93 is 90+ with status=generated_high_confidence (no manual override)
