player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029668,4593,39,15,98.7,148,,1,4,,,,,,,,,
00-0031387,,,,39.6,-8,1,66,750,13,,,,,,,,
00-0034367,,,,,314,2,63,425,2,,,,,,,,
00-0032355,,,,,-4,,53,485,2,,,,,,,,
00-0031068,,,,,,,35,334,1,,,,,,,,
00-0029608,,,,,,,76,1270,6,,,,,,,,
00-0034400,,,,,336,1,16,85,,,,,,,,,
00-0033951,,,,,908,9,17,103,1,,,,,,,,
00-0033251,,,,,10,,27,268,2,,,,,,,,
00-0028411,,,,,,,28,304,3,,,,,,,,
00-0033217,,,,,,,7,133,2,,,,,,,,
00-0030181,,,,,,,26,245,2,,,,,,,,
00-0033119,2,,,56.3,-7,,,,,,,,,,,,
00-0032980,,,,,-2,,6,102,1,,,,,,,,
00-0032975,,,,,,,1,1,,,,,,,,,
00-0030780,,,,,,,1,1,1,,,,,,,,
00-0032383,,,,,,,1,-4,,,,,,,,,
