player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036980,,,,,1,,61,538,1,,,,,,,,
00-0036407,,,,,,,90,1229,4,,,,,,,,
00-0034364,,,,,,,40,390,2,,,,,,,,
00-0037267,,,,,565,3,37,225,,,,,,,,,
00-0033885,,,,,,,64,505,5,,,,,,,,
00-0031503,2121,13,12,80.6,83,1,,,,,,,,,,,
00-0038098,,,,,108,,14,104,,,,,,,,,
00-0033925,,,,,232,,6,54,,,,,,,,,
00-0038979,,,,,-5,,29,339,3,,,,,,,,
00-0034791,,,,,332,3,5,31,1,,,,,,,,
00-0038710,,,,,,,6,51,1,,,,,,,,
00-0033537,1148,5,3,79,148,1,,,,,,,,,,,
00-0038583,440,,6,39.5,122,,,,,,,,,,,,
00-0039379,,,,,,,3,22,,,,,,,,,
00-0037300,,,,,,,7,65,,,,,,,,,
00-0036133,,,,,,,3,21,,,,,,,,,
00-0038108,170,1,2,51.8,2,,,,,,,,,,,,
00-0037257,,,,,,,3,27,,,,,,,,,
00-0032141,,,,,,,1,7,,,,,,,,,
00-0039617,,,,,24,,1,15,,,,,,,,,
