player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0010500,,,,,,,86,1073,3,,,,,,,,
00-0020516,,,,,,,75,855,7,,,,,,,,
00-0019693,,,,,906,3,32,191,1,,,,,,,,
00-0021314,,,,,487,,41,292,1,,,,,,,,
00-0023457,,,,39.6,33,1,44,471,2,,,,,,,,
00-0022164,1799,11,12,71.8,66,1,,,,,,,,,,,
00-0020984,,,,39.6,,,11,132,2,,,,,,,,
00-0018272,1582,6,9,71.7,68,,,,,,,,,,,,
00-0020127,,,,,,,20,154,1,,,,,,,,
00-0023591,,,,,4,,7,32,,,,,,,,,
00-0020550,,,,,,,6,55,,,,,,,,,
00-0022143,,,,,,,3,13,,,,,,,,,
00-0018588,,,,,,,2,18,,,,,,,,,
00-0022826,,,,,,,3,59,,,,,,,,,
00-0008598,,,,,,,2,31,,,,,,,,,
00-0019057,,,,,17,,,,,,,,,,,,
00-0022130,,,,,,,3,5,,,,,,,,,
