player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022127,,,,,,,87,980,6,,,,,,,,
00-0008561,14,,1,33.3,13,,70,981,6,,,,,,,,
00-0016193,3518,17,20,76.3,42,1,,,,,,,,,,,
00-0020427,,,,,23,,31,404,3,,,,,,,,
00-0005883,,,,,432,4,9,83,,,,,,,,,
00-0000339,26,1,,158.3,246,1,26,207,,,,,,,,,
00-0021371,,,,,10,,10,59,1,,,,,,,,
00-0022840,,,,,819,7,17,109,,,,,,,,,
00-0021673,,,,,128,1,1,4,,,,,,,,,
00-0006043,,,,39.6,-3,,24,400,2,,,,,,,,
00-0022766,,,1,0,,,12,162,1,,,,,,,,
00-0022388,,,,,-1,,7,84,1,,,,,,,,
00-0002565,,,,,,,2,16,,,,,,,,,
00-0022181,78,1,1,61.8,7,,,,,,,,,,,,
00-0013872,,,,,,,2,2,2,,,,,,,,
00-0019919,,,,,13,,1,14,,,,,,,,,
00-0022405,,,,,,,1,4,,,,,,,,,
00-0021488,,,,39.6,,,,,,,,,,,,,
