player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021190,67,1,,158.3,73,,35,558,1,,,,,,,,
00-0017162,,,,,10,,69,975,11,,,,,,,,
00-0022250,,,,,1202,4,18,218,1,,,,,,,,
00-0021279,,,,,274,3,11,113,,,,,,,,,
00-0020452,,,,,,,26,451,,,,,,,,,
00-0023465,,,,,,,39,459,6,,,,,,,,
00-0022924,2385,17,9,98.6,69,3,,,,,,,,,,,
00-0001215,,,,,368,9,4,40,,,,,,,,,
00-0019135,,,,,21,,7,43,,,,,,,,,
00-0020427,,,,,,,9,150,2,,,,,,,,
00-0015523,,,,,148,1,6,34,,,,,,,,,
00-0023676,,,,,123,2,,,,,,,,,,,
00-0000865,246,1,1,81.5,30,1,,,,,,,,,,,
00-0016677,,,,,,,3,57,,,,,,,,,
00-0010261,406,2,4,51.7,26,,,,,,,,,,,,
00-0005771,,,,39.6,,,,,,,,,,,,,
