player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026178,,,,,,,55,627,5,,,,,,,,
00-0021376,,,,,172,8,,,,,,,,,,,
00-0022840,,,,,698,2,14,66,,,,,,,,,
00-0023063,,,,,130,,20,222,2,,,,,,,,
00-0021182,,,,,574,,19,136,2,,,,,,,,
00-0004915,,,,,,,47,489,,,,,,,,,
00-0020490,,,,,-4,,31,400,2,,,,,,,,
00-0022055,1532,11,3,87,78,,,,,,,,,,,,
00-0021192,,,,,,,30,412,4,,,,,,,,
00-0007091,1216,5,10,57.8,69,,,,,,,,,,,,
00-0025584,,,,,,,9,98,,,,,,,,,
00-0026303,,,,,21,,6,29,,,,,,,,,
00-0021756,,,,,,,4,29,,,,,,,,,
00-0024595,,,,,,,3,39,,,,,,,,,
00-0023502,83,2,2,53.4,30,,,,,,,,,,,,
00-0021999,,,,,,,5,60,1,,,,,,,,
