player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021153,,,,,123,1,69,1084,8,,,,,,,,
00-0015290,,,,,-5,,52,512,3,,,,,,,,
00-0024011,,,,,677,8,20,158,,,,,,,,,
00-0022893,,,,,1025,2,24,115,,,,,,,,,
00-0013042,1994,11,13,68.8,112,1,,,,,,,,,,,
00-0021845,,,,,80,,8,34,,,,,,,,,
00-0024334,,,,,12,,20,309,2,,,,,,,,
00-0000166,,,,,,,18,160,2,,,,,,,,
00-0024276,,,,,3,,18,286,4,,,,,,,,
00-0021973,,,,,,,9,187,,,,,,,,,
00-0021260,,,,,30,,7,37,1,,,,,,,,
00-0024226,1001,9,5,88.5,18,,,,,,,,,,,,
00-0023576,,,,,66,,4,41,,,,,,,,,
00-0020617,,,,,,,5,49,,,,,,,,,
00-0022872,,,,,9,,,,,,,,,,,,
00-0021403,,,,,,,2,23,,,,,,,,,
00-0004811,,,,,2,,,,,,,,,,,,
