player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036963,7,1,,135.4,6,,115,1263,12,,,,,,,,
00-0039139,,,,,1412,16,52,497,3,,,,,,,,
00-0033106,4629,37,12,111.8,56,,1,7,1,,,,,,,,
00-0039065,,,,,,,60,726,7,,,,,,,,
00-0037240,,,,,61,1,58,1001,7,,,,,,,,
00-0033375,,,,,,,33,394,3,,,,,,,,
00-0035685,3,1,,118.8,775,12,36,341,,,,,,,,,
00-0036754,,,,,,,13,100,2,,,,,,,,
00-0032464,,,,,,,17,215,2,,,,,,,,
00-0035567,,,,,139,,3,40,,,,,,,,,
00-0031428,,,,,,,3,30,,,,,,,,,
00-0039364,,,,,14,,3,37,,,,,,,,,
00-0038550,62,,,86.3,2,,,,,,,,,,,,
00-0033863,,,,,,,1,9,1,,,,,,,,
00-0035156,17,,,118.8,,,,,,,,,,,,,
00-0033557,,,,,1,,,,,,,,,,,,
00-0036534,,,,,,,1,22,,,,,,,,,
