player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0037834,3864,20,12,96.1,323,5,,,,,,,,,,,
00-0033288,,,,,,,78,1106,8,,,,,,,,
00-0036259,,,,,,,77,975,6,,,,,,,,
00-0035719,,,,,136,1,51,670,3,,,,,,,,
00-0029892,,,,,26,1,19,200,2,,,,,,,,
00-0039363,,,,,420,4,15,152,,,,,,,,,
00-0037525,,,,,789,3,11,91,,,,,,,,,
00-0039916,,,,39.6,45,,31,400,3,,,,,,,,
00-0033576,,,,,,,11,97,1,,,,,,,,
00-0036261,,,,,,,25,374,,,,,,,,,
00-0032128,,,,,,,6,76,,,,,,,,,
00-0035973,,,,,183,1,3,25,,,,,,,,,
00-0033280,,,,,202,,15,146,,,,,,,,,
00-0032434,199,1,2,60.3,4,,,,,,,,,,,,
00-0039365,,,,,7,,4,80,,,,,,,,,
00-0033949,361,2,2,87.3,24,2,,,,,,,,,,,
00-0033292,,,,,,,1,11,,,,,,,,,
