player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032392,,,,,,,49,526,3,,,,,,,,
00-0027944,,,,,15,,88,1444,3,,,,,,,,
00-0026143,4095,20,12,91.4,143,,,,,,,,,,,,
00-0031228,,,,,49,,33,378,1,,,,,,,,
00-0029632,51,1,,158.3,10,,67,703,5,,,,,,,,
00-0032058,,,,,628,5,27,299,3,,,,,,,,
00-0031285,,,,,865,7,36,317,1,,,,,,,,
00-0031570,,,,,,,20,221,3,,,,,,,,
00-0030443,,,,,,,12,122,1,,,,,,,,
00-0029068,,,,,8,,2,20,,,,,,,,,
00-0033094,,,,,,,2,60,1,,,,,,,,
00-0027691,,,,,,,1,12,,,,,,,,,
00-0031682,,,,,129,,3,14,,,,,,,,,
00-0029848,,,,,,,3,30,,,,,,,,,
