player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025439,,,,,182,,29,179,,,,,,,,,
00-0023496,,,,,,,78,1224,7,,,,,,,,
00-0029910,,,,,2,,54,571,5,,,,,,,,
00-0030520,2608,19,9,83.9,37,,,,,,,,,,,,
00-0027156,,,,,,,24,440,4,,,,,,,,
00-0026780,,,,,,,21,269,2,,,,,,,,
00-0027844,,,,,,,11,47,,,,,,,,,
00-0030391,2,1,,118.8,295,,10,43,,,,,,,,,
00-0026367,,,,,247,2,13,96,,,,,,,,,
00-0028905,,,,,,,13,114,,,,,,,,,
00-0029613,,,,,456,1,12,66,,,,,,,,,
00-0027702,,,,,,,22,216,2,,,,,,,,
00-0029868,,,,,15,,2,12,,,,,,,,,
00-0029098,,,,,14,,4,68,,,,,,,,,
00-0026878,,,,,,,4,21,1,,,,,,,,
00-0030320,,,,,23,,2,23,,,,,,,,,
00-0027780,,,,,,,3,38,,,,,,,,,
00-0029183,,,,,,,2,63,1,,,,,,,,
00-0029722,,,,,14,,3,21,,,,,,,,,
00-0023234,,,,39.6,,,,,,,,,,,,,
00-0023894,,,,,,,1,1,1,,,,,,,,
