player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022912,3050,19,14,84.9,140,1,,,,,,,,,,,
00-0022910,,,,39.6,,,82,1291,8,,,,,,,,
00-0013232,,,,,18,,50,402,3,,,,,,,,
00-0020403,,,,,378,2,22,139,,,,,,,,,
00-0021273,,,,,-9,,23,233,3,,,,,,,,
00-0022178,,,,,990,6,18,156,,,,,,,,,
00-0021166,,,,,13,,34,410,2,,,,,,,,
00-0023490,,,,,18,,23,320,2,,,,,,,,
00-0023258,,,,,,,6,46,,,,,,,,,
00-0011626,,,,39.6,2,,,,,,,,,,,,
00-0014775,,,,,,,7,35,,,,,,,,,
00-0021175,,,,,,,2,13,,,,,,,,,
00-0022538,,,,,2,,,,,,,,,,,,
00-0023521,,,,,,,1,1,,,,,,,,,
00-0018578,,,,,,,1,4,1,,,,,,,,
