player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031280,4049,19,10,93.9,47,1,1,-9,,,,,,,,,
00-0029613,,,,,723,4,18,116,,,,,,,,,
00-0033025,,,,,259,1,68,607,,,,,,,,,
00-0027061,,,,,,,68,896,6,,,,,,,,
00-0026176,,,,,-2,,63,739,3,,,,,,,,
00-0031166,,,,,5,,45,494,2,,,,,,,,
00-0032940,,,,,115,,1,9,,,,,,,,,
00-0028114,,,,,12,,6,40,,,,,,,,,
00-0031373,,,,,23,,19,266,,,,,,,,,
00-0029119,,,,,,,7,67,1,,,,,,,,
00-0028097,,,,,,,10,73,3,,,,,,,,
00-0034747,,,,,,,15,154,1,,,,,,,,
00-0025399,,,,,376,3,15,84,,,,,,,,,
00-0030968,,,,,,,5,23,,,,,,,,,
00-0027681,,,,,,,12,135,2,,,,,,,,
00-0031610,,,,,21,,6,75,,,,,,,,,
00-0031288,8,,,42.4,-2,,,,,,,,,,,,
00-0034684,,,,,42,,,,,,,,,,,,
00-0033441,,,,,,,1,8,,,,,,,,,
