player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0008749,,,,,,,54,630,2,,,,,,,,
00-0006210,,,,,,,54,882,2,,,,,,,,
00-0013712,,,,39.6,11,,40,429,,,,,,,,,
00-0010747,,,,,,,37,201,1,,,,,,,,
00-0005324,,,,,126,,45,360,,,,,,,,,
00-0006808,2654,10,14,70.1,118,,,,,,,,,,,,
00-0002459,,,,,287,1,16,209,2,,,,,,,,
00-0012764,,,,,,,17,257,1,,,,,,,,
00-0015655,,,,,61,3,18,133,1,,,,,,,,
00-0005110,,,,,356,2,,,,,,,,,,,
00-0011081,,,,,273,4,9,51,1,,,,,,,,
00-0018608,,,,,,,12,137,1,,,,,,,,
00-0008704,,,,,-8,,10,90,1,,,,,,,,
00-0009451,769,2,10,45.8,1,,,,,,,,,,,,
00-0014619,,,,,,,2,8,,,,,,,,,
00-0011640,78,,,108,,,,,,,,,,,,,
00-0013523,,,,,,,1,1,,,,,,,,,
