player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033871,,,,,55,,65,891,4,,,,,,,,
00-0032764,14,,,77.1,1059,12,15,99,,,,,,,,,
00-0028087,,,,,517,1,59,400,1,,,,,,,,
00-0032268,2528,11,8,92.3,357,2,1,21,,,,,,,,,
00-0032778,,,,,16,,26,316,2,,,,,,,,
00-0033911,,,,,,,37,466,1,,,,,,,,
00-0028042,,,,,,,15,165,2,,,,,,,,
00-0033858,,,,,,,20,258,3,,,,,,,,
00-0031972,21,,,118.8,2,,11,101,,,,,,,,,
00-0033455,,,,,,,19,225,1,,,,,,,,
00-0027948,626,4,4,74.9,,,,,,,,,,,,,
00-0031585,,,,,,,9,102,1,,,,,,,,
00-0034652,,,,,1,,8,82,,,,,,,,,
00-0030711,,,,,16,,,,,,,,,,,,
00-0034389,,,,,,,1,66,1,,,,,,,,
00-0024389,,,,,,,4,52,,,,,,,,,
00-0033955,,,,,4,,,,,,,,,,,,
00-0033132,66,1,,158.3,,,,,,,,,,,,,
