player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0001218,4413,36,14,95.7,105,1,,,,,,,,,,,
00-0017109,,,,,,,63,822,12,,,,,,,,
00-0009599,,,,,450,1,22,160,,,,,,,,,
00-0011795,,,,,,,95,1249,8,,,,,,,,
00-0005361,,,,,78,3,21,179,,,,,,,,,
00-0008300,,,,,16,,63,1082,12,,,,,,,,
00-0008430,,,,,70,,13,103,,,,,,,,,
00-0007144,,,,,,,11,270,2,,,,,,,,
00-0001224,,,,,718,6,23,189,,,,,,,,,
00-0011151,,,,,20,,11,133,,,,,,,,,
00-0009237,,,,,,,5,45,2,,,,,,,,
00-0000872,,,,,12,,1,2,,,,,,,,,
00-0009868,11,,,72.9,1,,,,,,,,,,,,
00-0010333,,,,,,,1,6,,,,,,,,,
00-0007357,,,,,7,,,,,,,,,,,,
00-0001471,,,,39.6,-2,,,,,,,,,,,,
