player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027939,3302,22,16,80.7,754,6,,,,,,,,,,,
00-0033280,,,,,435,2,80,651,5,,,,,,,,
00-0032055,,,,,,,63,840,8,,,,,,,,
00-0026153,,,,,680,6,8,52,1,,,,,,,,
00-0027675,,,,,,,30,437,1,,,,,,,,
00-0030147,,,,,19,,17,202,1,,,,,,,,
00-0032115,,,,,27,,6,85,,,,,,,,,
00-0033282,,,,,64,,15,115,,,,,,,,,
00-0031868,,,,,12,,10,105,2,,,,,,,,
00-0029731,,,,,18,,5,47,1,,,,,,,,
00-0025418,,,,,,,17,191,1,,,,,,,,
00-0029394,,,,,,,8,128,,,,,,,,,
00-0031599,,,,,95,1,1,2,,,,,,,,,
00-0031484,,,,,,,2,17,,,,,,,,,
00-0023645,17,,,39.6,-2,,,,,,,,,,,,
00-0031363,,,,39.6,,,,,,,,,,,,,
