player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020531,3284,17,16,76.9,130,1,,,,,,,,,,,
00-0020536,,,,,1683,14,79,489,1,,,,,,,,
00-0004673,,,,,108,1,50,623,2,,,,,,,,
00-0000166,,,,,,,45,510,1,,,,,,,,
00-0010747,,,,,1,,22,96,3,,,,,,,,
00-0003396,,,,,53,2,57,852,5,,,,,,,,
00-0021176,20,,,118.8,9,,22,208,3,,,,,,,,
00-0020828,,,,,,,16,201,1,,,,,,,,
00-0005324,,,,,128,1,10,62,,,,,,,,,
00-0020904,,,,,,,17,268,1,,,,,,,,
00-0021227,,,,,,,3,15,,,,,,,,,
00-0020820,,,,,19,,3,44,,,,,,,,,
00-0005363,64,,,51.3,6,,,,,,,,,,,,
