player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026170,,,,,7,,45,522,2,,,,,,,,
00-0019641,,,,,1402,14,10,58,,,,,,,,,
00-0026898,2444,12,20,63.2,106,3,,,,,,,,,,,
00-0022811,,,,,7,1,57,821,3,,,,,,,,
00-0026899,,,,,541,2,,,,,,,,,,,
00-0024318,27,,,118.8,207,1,7,63,,,,,,,,,
00-0025544,,,,,1,,14,191,1,,,,,,,,
00-0013694,,,,,48,,3,10,,,,,,,,,
00-0026019,,,,,64,,8,87,,,,,,,,,
00-0024332,,,,,330,,15,131,,,,,,,,,
00-0024264,125,,,63.8,1,,,,,,,,,,,,
00-0022847,,,,,,,1,2,1,,,,,,,,
00-0024110,,,1,0,42,,,,,,,,,,,,
00-0024171,,,,,,,2,21,,,,,,,,,
00-0026008,,,,,,,1,2,,,,,,,,,
