player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034184,,,,,723,6,9,129,,,,,,,,,
00-0035662,,,,,1,,58,769,8,,,,,,,,
00-0036158,,,,,805,9,18,120,,,,,,,,,
00-0034796,2757,26,9,99.3,1005,7,,,,,,,,,,,
00-0036331,,,,,70,,20,201,,,,,,,,,
00-0034753,,,,,,,58,701,7,,,,,,,,
00-0035703,,,,,,,19,266,4,,,,,,,,
00-0030663,,,,,,,33,432,3,,,,,,,,
00-0027966,,,,,299,2,6,50,,,,,,,,,
00-0031598,,,,,,,14,113,2,,,,,,,,
00-0033376,,,,,-1,,9,45,1,,,,,,,,
00-0034975,,,,,60,,5,20,,,,,,,,,
00-0027902,,,,,,,6,47,2,,,,,,,,
00-0029665,42,,2,22.6,69,,,,,,,,,,,,
00-0036133,,,,,,,1,14,,,,,,,,,
00-0035146,90,1,,97.9,17,,,,,,,,,,,,
00-0035993,15,,,64.6,23,,,,,,,,,,,,
00-0024417,15,,,118.8,,,,,,,,,,,,,
