player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020270,,,,,345,2,23,201,,,,,,,,,
00-0021216,,,,,1217,7,77,699,4,,,,,,,,
00-0023470,,,,,24,1,47,836,8,,,,,,,,
00-0022126,,,,,,,50,611,5,,,,,,,,
00-0021508,,,,,,,24,348,2,,,,,,,,
00-0022797,,,,,9,,16,85,1,,,,,,,,
00-0021147,,,,,,,38,725,5,,,,,,,,
00-0021084,,,,,,,14,214,2,,,,,,,,
00-0011022,2612,18,6,95.1,212,3,,,,,,,,,,,
00-0024013,,,1,0,,,22,464,2,,,,,,,,
00-0005755,1309,10,2,95.8,87,,,,,,,,,,,,
00-0023512,,,,,69,,,,,,,,,,,,
00-0024324,,,,,,,7,68,1,,,,,,,,
00-0021509,,,,,18,,5,23,,,,,,,,,
00-0020305,342,3,,122.9,3,,,,,,,,,,,,
00-0000108,11,,,112.5,,,,,,,,,,,,,
