player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021175,,,,,7,,37,420,6,,,,,,,,
00-0008560,33,1,,135.4,,,67,703,4,,,,,,,,
00-0020427,,,,,7,,56,964,7,,,,,,,,
00-0021150,,,,,887,6,16,113,,,,,,,,,
00-0002586,,,,,,,25,179,3,,,,,,,,
00-0019057,,,,,470,3,63,452,,,,,,,,,
00-0003535,2842,18,18,76.8,77,,,,,,,,,,,,
00-0019650,,,,,104,1,38,601,5,,,,,,,,
00-0007213,,,,,,,17,105,1,,,,,,,,
00-0020430,,,,,54,,3,10,,,,,,,,,
00-0019564,,,,,,,7,49,,,,,,,,,
00-0021241,,,,,,,3,23,1,,,,,,,,
00-0007576,790,8,4,92.9,9,,,,,,,,,,,,
00-0020415,,,,,,,5,41,,,,,,,,,
00-0020780,,,,39.6,,,1,6,,,,,,,,,
