player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022044,,,,,,,109,1407,5,,,,,,,,
00-0030564,,,,,,,52,802,2,,,,,,,,
00-0027890,,,,,771,4,34,140,,,,,,,,,
00-0027718,,,,,,,49,545,5,,,,,,,,
00-0029415,,,,,,,22,253,2,,,,,,,,
00-0022897,,,,,2,,5,34,,,,,,,,,
00-0022787,2310,10,14,73,24,,,,,,,,,,,,
00-0029673,,,,,,,15,155,,,,,,,,,
00-0026796,,,,,542,1,22,183,1,,,,,,,,
00-0028986,1760,9,6,78.2,72,1,,,,,,,,,,,
00-0030236,,,,,183,,8,46,,,,,,,,,
00-0030108,,,,,,,19,244,1,,,,,,,,
00-0028542,,,,,,,4,35,,,,,,,,,
00-0027779,,,,,51,,1,-1,,,,,,,,,
00-0029510,,,,,73,1,6,76,,,,,,,,,
00-0028090,113,,2,42.4,,,,,,,,,,,,,
00-0030233,,,,,8,,1,12,,,,,,,,,
