player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0001823,3810,21,16,79.5,199,4,1,1,,,,,,,,,
00-0007744,,,,,,,94,1399,11,,,,,,,,
00-0021147,,,,,37,,58,767,5,,,,,,,,
00-0015601,,,,,244,2,29,174,,,,,,,,,
00-0020171,,,,,,,33,362,2,,,,,,,,
00-0020527,,,,,1074,9,34,228,,,,,,,,,
00-0012637,,,,,,,34,581,1,,,,,,,,
00-0022796,,,,,7,,6,42,,,,,,,,,
00-0003400,,,,,,,10,102,1,,,,,,,,
00-0019600,,,,,,,8,127,,,,,,,,,
00-0010632,,,,,54,,,,,,,,,,,,
00-0021296,,,,,-2,,,,,,,,,,,,
00-0006666,,,,,,,1,4,1,,,,,,,,
00-0022111,,,,,,,1,23,,,,,,,,,
