player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021976,,,,,1750,20,33,343,1,,,,,,,,
00-0006101,,,,,,,78,905,2,,,,,,,,
00-0006355,4014,17,10,90.1,82,,,,,,,,,,,,
00-0019539,,,,,11,,34,436,3,,,,,,,,
00-0009163,,,,,43,,68,1102,5,,,,,,,,
00-0013694,,,,,20,,9,68,1,,,,,,,,
00-0022754,,,,,,,36,533,3,,,,,,,,
00-0021424,,,,,,,18,187,,,,,,,,,
00-0007661,,,,,451,6,21,197,1,,,,,,,,
00-0020376,,,,,21,,3,23,1,,,,,,,,
00-0020583,,,,,,,8,119,,,,,,,,,
00-0004637,,,,,,,5,53,,,,,,,,,
00-0022714,,,,,6,,3,33,,,,,,,,,
00-0022564,,,,,,,1,15,,,,,,,,,
00-0003315,,,,,-2,,,,,,,,,,,,
