player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020446,,,,,-11,,48,883,7,,,,,,,,
00-0010974,,,,,39,,55,684,3,,,,,,,,
00-0005180,3248,20,19,79.9,321,4,,,,,,,,,,,
00-0015242,,,,,968,6,30,234,2,,,,,,,,
00-0020448,,,,,281,2,29,263,1,,,,,,,,
00-0017356,,,,,,,18,215,2,,,,,,,,
00-0005668,,,,,,,55,674,3,,,,,,,,
00-0017160,,,,,21,,21,209,,,,,,,,,
00-0010137,45,,,109.7,6,1,,,,,,,,,,,
00-0009417,,,,,22,1,5,52,1,,,,,,,,
00-0006133,,,,,,,4,27,,,,,,,,,
00-0008529,,,,,22,,4,21,,,,,,,,,
00-0012321,,,,,,,6,73,1,,,,,,,,
00-0010373,,,,,-5,,,,,,,,,,,,
