player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022770,,,,,1025,2,41,384,,,,,,,,,
00-0022803,3238,21,10,86.4,10,1,,,,,,,,,,,
00-0025438,,,,,,,57,574,1,,,,,,,,
00-0016550,,,,,,,48,580,4,,,,,,,,
00-0023545,,,,,1089,15,6,36,,,,,,,,,
00-0024345,,,,,26,,43,596,2,,,,,,,,
00-0025637,,,,,355,1,5,42,1,,,,,,,,
00-0025540,,,,,,,33,384,6,,,,,,,,
00-0024259,,,,,,,12,153,2,,,,,,,,
00-0023683,,,,,,,8,52,1,,,,,,,,
00-0026235,,,,,-12,,4,26,,,,,,,,,
00-0023797,,,,,,,4,46,2,,,,,,,,
00-0020608,115,2,,144.1,10,,,,,,,,,,,,
00-0024682,,,,,,,2,26,,,,,,,,,
00-0024559,,,,,15,,,,,,,,,,,,
