player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026176,,,,,,,85,1314,8,,,,,,,,
00-0030485,,,,,1178,11,35,257,,,,,,,,,
00-0025465,,,,,,,59,817,3,,,,,,,,
00-0027753,,,,,,,32,312,2,,,,,,,,
00-0027791,,,,,493,3,10,89,1,,,,,,,,
00-0029051,,,,,,,49,681,3,,,,,,,,
00-0022999,,,,,38,1,13,81,,,,,,,,,
00-0023459,2536,17,6,104.9,120,,,,,,,,,,,,
00-0028249,,,,,40,,6,67,1,,,,,,,,
00-0026231,,,,,,,25,300,3,,,,,,,,
00-0028002,,,,,78,,31,433,4,,,,,,,,
00-0028156,,,,,,,6,30,,,,,,,,,
00-0029601,,,,,,,7,120,1,,,,,,,,
00-0030274,,,,,,,9,66,,,,,,,,,
00-0030078,,,,,107,1,4,30,,,,,,,,,
00-0028595,717,1,5,66.8,55,1,,,,,,,,,,,
00-0022055,139,,1,64.4,,,,,,,,,,,,,
