player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025419,,,,,,,57,664,4,,,,,,,,
00-0010346,4002,27,12,95,21,1,,,,,,,,,,,
00-0020498,,,,,,,82,1145,6,,,,,,,,
00-0022165,,,,,,,77,848,6,,,,,,,,
00-0019863,,,,,538,6,45,302,3,,,,,,,,
00-0007024,,,,,,,60,636,5,,,,,,,,
00-0024245,,,,,544,5,25,206,2,,,,,,,,
00-0024529,,,,,,,19,166,,,,,,,,,
00-0025997,,,,,45,1,3,30,,,,,,,,,
00-0026336,,,,,,,10,64,1,,,,,,,,
00-0026267,,,,,,,3,12,,,,,,,,,
00-0026342,,,,,9,,1,18,,,,,,,,,
00-0026345,,,,,,,4,23,,,,,,,,,
00-0024413,,,,,,,1,-2,,,,,,,,,
00-0022744,178,,,87.9,8,,,,,,,,,,,,
00-0026432,,,,,83,,1,5,,,,,,,,,
00-0025556,,,,,,,1,9,,,,,,,,,
