player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0017162,,,,,53,,48,672,4,,,,,,,,
00-0001215,,,1,0,1302,8,13,97,,,,,,,,,
00-0002102,,,,,,,17,192,3,,,,,,,,
00-0014729,,,,,,,39,639,4,,,,,,,,
00-0015700,1827,11,8,73.6,426,7,,,,,,,,,,,
00-0004780,,,,,-11,,18,215,,,,,,,,,
00-0007969,,,,,215,3,10,91,,,,,,,,,
00-0019642,,,,,,,22,273,,,,,,,,,
00-0007120,,,,,,,19,238,1,,,,,,,,
00-0006212,878,1,1,63.4,7,,,,,,,,,,,,
00-0005620,,,,,144,1,11,107,,,,,,,,,
00-0019135,,,,,24,,5,42,,,,,,,,,
00-0018141,,,,,5,,5,33,,,,,,,,,
00-0005854,,,,,,,3,66,,,,,,,,,
00-0003803,,,,,,,4,17,,,,,,,,,
00-0018501,,,,,14,,,,,,,,,,,,
00-0001317,,,,,,,2,23,,,,,,,,,
