player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031045,,,,,1070,6,10,42,,,,,,,,,
00-0032257,,,,,410,2,44,410,3,,,,,,,,
00-0034364,,,,,,,36,418,2,,,,,,,,
00-0029738,,,,,,,34,341,7,,,,,,,,
00-0030564,6,1,1,56.3,18,,104,1165,7,,,,,,,,
00-0033537,3852,26,12,98,413,7,1,6,1,,,,,,,,
00-0030085,,,,,,,40,561,4,,,,,,,,
00-0033127,,,,,,,49,670,3,,,,,,,,
00-0034366,,,,,14,1,22,254,,,,,,,,,
00-0031763,,,,,,,11,162,,,,,,,,,
00-0031288,225,,1,63.5,39,1,,,,,,,,,,,
00-0034449,,,,,10,,,,,,,,,,,,
00-0034081,,,,,,,2,37,,,,,,,,,
00-0029692,,,,,-5,,,,,,,,,,,,
00-0034420,,,,,,,1,8,,,,,,,,,
00-0028063,,,,,40,,1,9,,,,,,,,,
