player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023564,,,,,270,,59,520,2,,,,,,,,
00-0022942,4710,30,13,101.8,52,,,,,,,,,,,,
00-0026069,,,,,735,11,25,216,,,,,,,,,
00-0026209,,,,,60,,22,145,1,,,,,,,,
00-0021236,,,,,,,20,221,2,,,,,,,,
00-0027864,,,,,675,7,22,145,,,,,,,,,
00-0022414,,,,,,,37,717,6,,,,,,,,
00-0021547,,,,,,,50,782,10,,,,,,,,
00-0025559,,,,,-2,,23,371,1,,,,,,,,
00-0022766,,,,39.6,,,28,514,1,,,,,,,,
00-0025417,,,,,,,21,259,1,,,,,,,,
00-0022714,,,,,,,6,73,,,,,,,,,
00-0027581,,,,,,,13,262,2,,,,,,,,
00-0022171,,,,,,,13,173,1,,,,,,,,
00-0023496,,,,,14,,14,248,3,,,,,,,,
00-0019041,8,,,100,-5,,,,,,,,,,,,
00-0026757,,,,,,,4,73,,,,,,,,,
00-0026745,,,,,11,,,,,,,,,,,,
00-0022017,28,,,118.8,,,,,,,,,,,,,
