player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0012953,6,,,91.7,,,57,737,6,,,,,,,,
00-0014544,,,,,,,67,1012,6,,,,,,,,
00-0010859,,,,,,,26,344,2,,,,,,,,
00-0004304,,,,,1172,5,28,260,1,,,,,,,,
00-0008210,,,,,,,31,369,2,,,,,,,,
00-0006482,,,,,22,1,25,154,,,,,,,,,
00-0001335,2630,15,12,76.6,315,2,,,,,,,,,,,
00-0000856,,,,,305,,16,172,,,,,,,,,
00-0000883,,,,,,,14,153,,,,,,,,,
00-0015082,793,2,6,55.8,105,1,1,6,,,,,,,,,
00-0017896,,,,,30,,10,96,,,,,,,,,
00-0018382,,,,,-16,,3,20,,,,,,,,,
00-0006431,,,,,,,11,100,,,,,,,,,
00-0002743,,,,,15,1,3,24,,,,,,,,,
00-0003557,23,,,85.8,-4,,,,,,,,,,,,
00-0014742,,,,,22,1,3,4,,,,,,,,,
00-0007924,,,,,,,1,5,,,,,,,,,
00-0002380,,,,,,,1,4,,,,,,,,,
