player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031382,,,,39.6,17,,94,1136,4,,,,,,,,
00-0030085,,,,,,,42,726,9,,,,,,,,
00-0030874,,,,,115,3,23,249,3,,,,,,,,
00-0031547,,,,,,,56,744,4,,,,,,,,
00-0031590,,,,,1272,8,27,151,,,,,,,,,
00-0030422,,,,,,,26,256,4,,,,,,,,
00-0033118,,,,,179,2,9,46,,,,,,,,,
00-0029701,2995,19,12,93.5,164,1,,,,,,,,,,,
00-0029878,,,,,,,14,174,,,,,,,,,
00-0028994,,,,,,,7,61,1,,,,,,,,
00-0033060,,,,,,,3,29,1,,,,,,,,
00-0025708,721,8,3,105.6,-1,,,,,,,,,,,,
00-0032791,,,,,1,,,,,,,,,,,,
00-0028040,,,,,,,8,60,1,,,,,,,,
