player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023459,4295,39,8,108,259,2,1,-1,,,,,,,,,
00-0026231,,,,,,,61,667,2,,,,,,,,
00-0025465,,,,,,,64,784,14,,,,,,,,
00-0028002,,,,,132,,80,954,8,,,,,,,,
00-0022999,,,,,63,1,15,148,,,,,,,,,
00-0026176,,,,,,,49,745,7,,,,,,,,
00-0028034,,,,,464,,18,125,,,,,,,,,
00-0004541,,,,,,,8,77,2,,,,,,,,
00-0024267,,,,,,,36,366,4,,,,,,,,
00-0026878,,,,,,,8,203,3,,,,,,,,
00-0028079,,,,,,,7,57,,,,,,,,,
00-0027791,,,,,255,1,4,31,,,,,,,,,
00-0023439,,,,,248,1,14,97,,,,,,,,,
00-0029051,,,,,,,5,27,,,,,,,,,
00-0028409,,,,,157,2,2,17,,,,,,,,,
00-0027602,20,,,64.6,-3,,,,,,,,,,,,
00-0026664,27,1,,135.4,,,,,,,,,,,,,
00-0028156,,,,,,,1,11,,,,,,,,,
