player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0019693,,,,,1132,9,18,115,,,,,,,,,
00-0023457,,,,39.6,-30,,67,939,5,,,,,,,,
00-0011024,3050,16,12,82.5,119,1,,,,,,,,,,,
00-0020516,,,,,,,73,765,6,,,,,,,,
00-0010500,,,,,-4,,68,750,2,,,,,,,,
00-0024326,,,,,,,22,396,2,,,,,,,,
00-0019594,,,,,183,1,9,54,,,,,,,,,
00-0022130,,,,,153,,22,135,,,,,,,,,
00-0020127,,,,,,,20,166,3,,,,,,,,
00-0022143,,,,,50,,21,182,2,,,,,,,,
00-0023591,,,,,,,4,17,,,,,,,,,
00-0022164,485,5,2,104,34,,,,,,,,,,,,
00-0024380,,,,,,,2,15,,,,,,,,,
00-0022826,,,,,,,2,1,1,,,,,,,,
