player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026143,3705,28,9,91,122,,,,,,,,,,,,
00-0022821,,,,,1371,12,12,85,,,,,,,,,
00-0023462,,,,,3,,115,1389,10,,,,,,,,
00-0006101,,,,,,,70,656,6,,,,,,,,
00-0026224,,,,,-5,,22,294,1,,,,,,,,
00-0025631,,,,,324,2,44,303,3,,,,,,,,
00-0022143,,,,,36,,13,126,1,,,,,,,,
00-0005231,,,,,,,19,166,3,,,,,,,,
00-0022781,,,,,,,41,505,2,,,,,,,,
00-0021227,,,,,,,10,96,1,,,,,,,,
00-0027098,,,,,36,,3,6,,,,,,,,,
00-0027202,,,,,,,5,29,1,,,,,,,,
00-0024535,,,,,,,6,61,,,,,,,,,
00-0026855,,,,,-3,,,,,,,,,,,,
00-0019709,20,,,71.5,-1,,,,,,,,,,,,
00-0024294,,,,,8,,1,9,,,,,,,,,
