player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032780,,,,,935,9,20,145,,,,,,,,,
00-0033556,1,1,,118.8,444,3,71,725,5,,,,,,,,
00-0031228,,,,,61,,67,688,2,,,,,,,,
00-0030710,,,,,2,,54,569,6,,,,,,,,
00-0034353,8,,,100,26,,33,423,7,,,,,,,,
00-0033869,3223,24,12,95.4,421,3,,,,,,,,,,,
00-0031428,,,,,9,,55,754,4,,,,,,,,
00-0029319,,,,,,,14,117,1,,,,,,,,
00-0033373,,,,,16,,8,78,1,,,,,,,,
00-0032661,,,,,,,3,42,,,,,,,,,
00-0029795,,,,,20,,1,9,,,,,,,,,
00-0033896,,,,,,,5,48,1,,,,,,,,
00-0026544,515,3,2,90.6,3,,1,8,,,,,,,,,
00-0031545,,,,,,,4,92,,,,,,,,,
00-0029091,,,,,,,1,2,1,,,,,,,,
00-0030422,,,,,,,2,9,,,,,,,,,
00-0034426,,,,,,,4,32,,,,,,,,,
00-0029657,,,,,1,1,,,,,,,,,,,
00-0031595,,,,,,,1,6,,,,,,,,,
