player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0009163,,,,,58,,53,906,2,,,,,,,,
00-0006101,,,,,,,63,773,7,,,,,,,,
00-0006355,3690,26,13,92.6,225,1,,,,,,,,,,,
00-0019539,,,,,54,,20,322,3,,,,,,,,
00-0011727,,,,,124,,29,397,1,,,,,,,,
00-0007661,,,,39.6,1615,21,70,672,3,,,,,,,,
00-0013694,,,,,81,2,18,125,1,,,,,,,,
00-0003136,,,,,115,2,6,48,,,,,,,,,
00-0020583,,,,,,,20,420,8,,,,,,,,
00-0020315,,,,,72,,5,47,,,,,,,,,
00-0020274,,,,,,,2,10,1,,,,,,,,
00-0004637,,,,,,,2,16,,,,,,,,,
00-0021087,,,,,,,3,23,1,,,,,,,,
00-0003315,73,1,,156.9,7,,,,,,,,,,,,
00-0016021,,,,,28,,,,,,,,,,,,
00-0013338,,,,,-1,,,,,,,,,,,,
00-0020272,,,,,,,1,4,,,,,,,,,
