player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0005106,4086,30,17,92.2,36,,,,,,,,,,,,
00-0004541,,,,,4,,84,1208,9,,,,,,,,
00-0021153,,,,,,,89,1380,12,,,,,,,,
00-0020964,8,1,,139.6,224,,38,277,2,,,,,,,,
00-0007254,,,,,,,34,239,3,,,,,,,,
00-0006305,20,1,,158.3,1163,7,40,275,1,,,,,,,,
00-0019644,,,,,,,34,361,7,,,,,,,,
00-0019997,,,,,36,,22,246,1,,,,,,,,
00-0020428,,,,,,,24,367,1,,,,,,,,
00-0021252,,,,,359,2,4,33,,,,,,,,,
00-0017896,,,,,24,,2,20,,,,,,,,,
00-0021277,314,4,,139.4,7,,,,,,,,,,,,
00-0020332,,,,,,,5,88,,,,,,,,,
00-0019907,,,,,,,4,42,,,,,,,,,
00-0012726,120,,2,27.4,15,,,,,,,,,,,,
00-0022621,,,,,,,2,12,,,,,,,,,
00-0020046,,,,,42,,,,,,,,,,,,
