player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021755,,,,,898,10,49,324,,,,,,,,,
00-0007468,,,,,6,,62,722,1,,,,,,,,
00-0005720,,,,,1,,57,1014,6,,,,,,,,
00-0023506,,,,,,,32,385,3,,,,,,,,
00-0005755,2440,13,4,94.6,116,1,,,,,,,,,,,
00-0022003,,,,,,,18,175,,,,,,,,,
00-0022725,,,,,22,,22,301,,,,,,,,,
00-0013013,,,,,288,,26,191,,,,,,,,,
00-0021159,,,,,,,18,189,4,,,,,,,,
00-0022864,1009,5,3,91.7,117,,,,,,,,,,,,
00-0024305,,,,,,,10,86,1,,,,,,,,
00-0019457,,,,,,,5,20,2,,,,,,,,
00-0024408,130,,1,52.4,20,,,,,,,,,,,,
00-0023440,,,,,208,3,3,17,,,,,,,,,
00-0024625,,,,,,,2,3,,,,,,,,,
00-0022240,,,,,,,5,82,,,,,,,,,
00-0025633,,,,,9,,2,16,,,,,,,,,
