player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028091,,,,,,,64,667,3,,,,,,,,
00-0028202,,,,,196,4,29,263,2,,,,,,,,
00-0031045,,,,,988,6,27,163,3,,,,,,,,
00-0028903,,,,,,,29,350,3,,,,,,,,
00-0030450,,,,,,,37,408,,,,,,,,,
00-0029129,,,,,,,18,191,2,,,,,,,,
00-0027996,,,,,,,20,267,3,,,,,,,,
00-0027974,2241,16,4,90.7,468,2,,,,,,,,,,,
00-0030470,,,,,,,24,391,4,,,,,,,,
00-0032441,,,,,,,7,88,,,,,,,,,
00-0031854,,,,,,,13,133,,,,,,,,,
00-0028409,,,,,138,,8,115,1,,,,,,,,
00-0027948,925,5,6,68.4,173,2,1,-16,,,,,,,,,
00-0032062,,,,,,,4,85,,,,,,,,,
00-0032063,,,,,50,1,3,25,,,,,,,,,
00-0032064,,,,,,,1,23,,,,,,,,,
00-0030805,,,,,,,2,13,,,,,,,,,
00-0031687,,,,,6,,,,,,,,,,,,
