player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034772,,,,,7,,43,586,5,,,,,,,,
00-0032257,,,,,201,,47,429,3,,,,,,,,
00-0031382,63,,,95.8,60,1,81,976,4,,,,,,,,
00-0034791,,,,,996,8,20,149,2,,,,,,,,
00-0033885,,,,,,,56,639,4,,,,,,,,
00-0034855,3725,27,14,93.7,131,,,,,,,,,,,,
00-0032977,,,,,,,39,572,4,,,,,,,,
00-0032054,,,,,2,,16,340,2,,,,,,,,
00-0029738,,,,,,,11,117,3,,,,,,,,
00-0034253,,,1,0,,,9,105,,,,,,,,,
00-0034273,,,,,,,13,144,,,,,,,,,
00-0029414,,,,,,,3,23,,,,,,,,,
00-0033080,,,,,,,5,74,1,,,,,,,,
00-0028118,473,2,2,64.5,125,1,,,,,,,,,,,
00-0034258,,,,,,,3,61,,,,,,,,,
00-0029129,,,,,-11,,,,,,,,,,,,
