player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020446,,,,,92,,82,1118,11,,,,,,,,
00-0005589,2996,18,13,71.9,61,,,,,,,,,,,,
00-0021236,,,,,,,60,582,5,,,,,,,,
00-0023437,,,,,907,4,32,232,1,,,,,,,,
00-0022427,,,,,5,,29,434,,,,,,,,,
00-0001477,,,,39.6,,,39,686,3,,,,,,,,
00-0017915,,,,,743,6,17,93,,,,,,,,,
00-0019484,,,,,58,1,8,54,,,,,,,,,
00-0021554,,,,,,,8,54,,,,,,,,,
00-0019302,,,,,,,5,105,1,,,,,,,,
00-0020480,462,4,3,81.5,15,,,,,,,,,,,,
00-0001532,,,,,,,4,80,,,,,,,,,
00-0023163,,,,,,,1,2,,,,,,,,,
00-0020448,,,,,17,,1,,,,,,,,,,
00-0021756,,,,,,,1,1,1,,,,,,,,
