player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022127,,,,,,,64,754,1,,,,,,,,
00-0022840,,,,,1084,4,9,142,,,,,,,,,
00-0023544,,,,,654,14,23,196,2,,,,,,,,
00-0012478,,,,,,,85,1180,13,,,,,,,,
00-0006043,,,,,11,,70,1047,6,,,,,,,,
00-0022766,,,,,,,36,516,4,,,,,,,,
00-0021678,2903,19,13,95.1,102,,,,,,,,,,,,
00-0024268,,,,,,,14,126,,,,,,,,,
00-0001361,1164,7,8,69.2,28,2,,,,,,,,,,,
00-0023192,,,,,30,1,,,,,,,,,,,
00-0022405,,,,,18,,2,21,,,,,,,,,
00-0023891,,,,,,,2,10,,,,,,,,,
00-0023953,,,,,,,5,75,,,,,,,,,
