player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0010442,18,1,,158.3,1156,9,69,512,2,,,,,,,,
00-0017160,,,,,23,,54,801,3,,,,,,,,
00-0000339,,,,,63,,87,831,2,,,,,,,,
00-0016193,3692,21,23,70.7,32,,,,,,,,,,,,
00-0002962,,,,,-3,,69,937,8,,,,,,,,
00-0019457,,,,,,,16,144,2,,,,,,,,
00-0018958,,,,,15,,21,348,1,,,,,,,,
00-0019481,,,,,2,,6,126,,,,,,,,,
00-0015420,,,,,,,6,84,,,,,,,,,
00-0010137,206,,2,47.6,42,,,,,,,,,,,,
00-0012603,,,,,84,2,9,66,,,,,,,,,
00-0015759,,,,,-1,,,,,,,,,,,,
00-0003231,,,,,,,1,45,1,,,,,,,,
00-0019559,67,1,,127.1,,,,,,,,,,,,,
00-0004836,,,,,,,1,3,1,,,,,,,,
00-0009886,,,,,3,,,,,,,,,,,,
