player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035535,,,,,-1,,50,751,3,,,,,,,,
00-0028087,,,,,115,2,19,127,1,,,,,,,,
00-0033881,,,,,26,1,63,654,1,,,,,,,,
00-0035710,2943,11,10,80.4,423,1,,,,,,,,,,,
00-0033950,,,,,682,6,21,114,,,,,,,,,
00-0034988,,,,,,,18,112,,,,,,,,,
00-0027891,18,,,81.3,,,35,388,2,,,,,,,,
00-0032385,,,,,49,1,66,656,3,,,,,,,,
00-0029141,,,,,238,1,3,19,1,,,,,,,,
00-0033367,,,,,3,,11,101,,,,,,,,,
00-0032813,,,,,15,,2,20,,,,,,,,,
00-0035869,,,,,,,7,91,,,,,,,,,
00-0030443,,,,,,,5,46,,,,,,,,,
00-0027688,375,1,1,75,12,,,,,,,,,,,,
00-0034860,,,,,,,4,76,1,,,,,,,,
00-0034844,,,,,34,,6,60,,,,,,,,,
00-0032943,,,,39.6,,,,,,,,,,,,,
