player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0008561,,,1,0,4,1,70,815,4,,,,,,,,
00-0019100,,,,,73,1,20,122,,,,,,,,,
00-0021164,,,,,897,3,32,159,,,,,,,,,
00-0020337,,,,,61,1,83,1166,8,,,,,,,,
00-0024242,,,,,501,1,33,313,1,,,,,,,,
00-0004161,2805,17,11,82.6,12,,,,,,,,,,,,
00-0022879,,,,,18,,28,357,3,,,,,,,,
00-0010333,,,,,,,21,170,1,,,,,,,,
00-0022706,,,,,,,15,146,,,,,,,,,
00-0019831,,,,,52,,10,107,1,,,,,,,,
00-0023489,,,,,23,,1,6,,,,,,,,,
00-0020434,625,2,4,67.4,16,,,,,,,,,,,,
00-0022726,,,,,,,5,56,,,,,,,,,
00-0006777,,,,,,,3,31,,,,,,,,,
00-0023867,,,,,,,3,37,,,,,,,,,
00-0023859,56,,1,30.9,2,,,,,,,,,,,,
00-0024369,,,,,,,1,1,1,,,,,,,,
