player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0024242,,,,,1518,18,22,121,2,,,,,,,,
00-0004161,3284,15,12,84.7,21,2,,,,,,,,,,,
00-0026153,,,,,835,10,8,47,,,,,,,,,
00-0011795,,,,,,,65,923,5,,,,,,,,
00-0020337,,,,,40,,78,1417,6,,,,,,,,
00-0024369,,,,,,,21,195,1,,,,,,,,
00-0019100,,,,,18,,6,39,,,,,,,,,
00-0025432,,,,,,,10,119,,,,,,,,,
00-0022701,,,,,,,13,181,,,,,,,,,
00-0025542,,,,,,,18,209,1,,,,,,,,
00-0019831,,,,,10,,3,1,,,,,,,,,
00-0021206,,,,,-3,,,,,,,,,,,,
00-0022882,,,,,,,2,32,,,,,,,,,
