player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023436,3313,23,7,89.1,431,1,1,-4,,,,,,,,,
00-0027651,,,,,5,,53,511,2,,,,,,,,
00-0026173,,,,,6,,40,596,2,,,,,,,,
00-0025410,,,,,,,57,673,5,,,,,,,,
00-0026213,,,,,1287,12,70,693,7,,,,,,,,
00-0030280,,,,,242,4,11,75,,,,,,,,,
00-0029391,,,,,,,26,302,2,,,,,,,,
00-0028074,,,,,3,,18,155,1,,,,,,,,
00-0029311,,,,,,,13,125,2,,,,,,,,
00-0024268,,,,,,,23,200,3,,,,,,,,
00-0029298,,,,,24,,7,46,,,,,,,,,
00-0029654,,,,,6,,8,130,,,,,,,,,
00-0026544,248,1,1,81.9,52,,,,,,,,,,,,
00-0026699,,,,,,,3,36,,,,,,,,,
