player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034837,,,,,55,1,64,1017,4,,,,,,,,
00-0037809,,,,,17,,52,479,2,,,,,,,,
00-0035261,,,,,1079,5,41,238,,,,,,,,,
00-0033009,,,,39.6,3,,39,390,,,,,,,,,
00-0038589,,,,,,,28,248,1,,,,,,,,
00-0036182,,,,,,,32,497,9,,,,,,,,
00-0032394,,,,,,,17,135,3,,,,,,,,
00-0039032,,,,,312,4,30,224,1,,,,,,,,
00-0039152,2091,13,12,81.4,183,,,,,,,,,,,,
00-0034771,1530,9,9,80.1,106,1,,,,,,,,,,,
00-0037594,,,,,102,,2,11,,,,,,,,,
00-0039650,,,,,,,6,95,,,,,,,,,
00-0037742,,,,,1,,4,34,,,,,,,,,
00-0039648,,,,,,,1,6,,,,,,,,,
00-0039392,,,,,-5,,1,8,,,,,,,,,
00-0036176,,,,,,,2,17,,,,,,,,,
00-0039731,,,,,,,1,,,,,,,,,,
00-0036370,,,,,2,,,,,,,,,,,,
00-0037524,,,,,,,1,49,1,,,,,,,,
