player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036322,,,,,2,,88,1400,7,,,,,,,,
00-0029604,4265,35,13,105,156,1,,,,,,,,,,,
00-0030035,,,,,15,,74,925,14,,,,,,,,
00-0033893,,,,,1557,16,44,361,1,,,,,,,,
00-0034972,,,,,434,2,13,125,1,,,,,,,,
00-0034970,,,,,,,30,365,5,,,,,,,,
00-0027981,,,,,,,28,334,1,,,,,,,,
00-0032918,,,,,18,,8,97,1,,,,,,,,
00-0034309,,,,,,,20,201,2,,,,,,,,
00-0035006,,,,,,,14,189,,,,,,,,,
00-0034270,,,,,,,19,194,1,,,,,,,,
00-0032104,,,,,42,,8,58,2,,,,,,,,
00-0034208,,,,,59,1,2,10,,,,,,,,,
