player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0019057,,,,,443,5,44,418,1,,,,,,,,
00-0008560,,,,,,,84,1097,9,,,,,,,,
00-0020427,,,,,27,,30,432,2,,,,,,,,
00-0003535,3040,17,21,73.1,128,,1,-10,,,,,,,,,
00-0019461,,,,,,,22,281,1,,,,,,,,
00-0020430,,,,,554,2,7,56,,,,,,,,,
00-0014350,,,,,,,17,153,2,,,,,,,,
00-0019564,,,,,,,14,86,,,,,,,,,
00-0019650,,,,,26,,18,211,,,,,,,,,
00-0020417,,,,,172,1,4,11,,,,,,,,,
00-0020415,,,,,,,11,149,,,,,,,,,
00-0005903,,,,,,,7,65,,,,,,,,,
00-0004574,,,,,,,9,115,,,,,,,,,
00-0019062,,,,,,,3,15,,,,,,,,,
00-0007576,114,1,,118.1,,,,,,,,,,,,,
00-0019276,,,,,,,1,2,1,,,,,,,,
