player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0011754,,,,,,,83,1264,13,,,,,,,,
00-0019596,4398,28,13,96.2,44,1,,,,,,,,,,,
00-0005091,,,,,335,2,37,301,1,,,,,,,,
00-0024236,,,,,757,9,14,99,,,,,,,,,
00-0022427,,,,,36,,123,1348,4,,,,,,,,
00-0022943,,,,,,,29,404,5,,,,,,,,
00-0019484,,,,,319,2,19,180,,,,,,,,,
00-0021213,,,,,,,14,142,2,,,,,,,,
00-0027150,,,,,5,,37,359,1,,,,,,,,
00-0021915,,,,,,,20,326,2,,,,,,,,
00-0025860,,,,,114,,2,11,,,,,,,,,
00-0016098,,,,,269,4,2,17,,,,,,,,,
00-0026625,142,,,82.6,25,1,,,,,,,,,,,
00-0025490,,,,,,,3,22,,,,,,,,,
00-0005720,,,,,,,7,67,,,,,,,,,
00-0027057,,,,,11,,,,,,,,,,,,
00-0026293,,,,,6,,,,,,,,,,,,
