player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022001,,,,,5,1,61,822,6,,,,,,,,
00-0005092,,,,,292,,44,291,1,,,,,,,,
00-0022736,,,,,1046,8,43,320,2,,,,,,,,
00-0021981,,,,,7,,46,523,,,,,,,,,
00-0007681,,,,,2,,102,1331,9,,,,,,,,
00-0002099,,,,,,,36,525,3,,,,,,,,
00-0020342,,,,,2,,13,129,1,,,,,,,,
00-0019242,,,,,,,22,216,,,,,,,,,
00-0010455,1277,5,7,83.5,6,,,,,,,,,,,,
00-0019599,2297,14,9,94.4,29,,1,1,,,,,,,,,
00-0023683,,,,,,,9,69,,,,,,,,,
00-0023682,777,4,8,58.2,64,2,,,,,,,,,,,
00-0021750,,,,,21,1,4,34,,,,,,,,,
00-0017924,,,,,,,3,21,,,,,,,,,
00-0019794,,,,,65,1,1,11,,,,,,,,,
00-0017693,,,,,-4,,,,,,,,,,,,
