player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035250,,,,,870,7,40,228,1,,,,,,,,
00-0034857,4407,36,15,92.2,763,6,,,,,,,,,,,
00-0031588,,,,,,,103,1225,10,,,,,,,,
00-0029000,,,,39.6,,,82,693,1,,,,,,,,
00-0035689,,,,,,,49,587,9,,,,,,,,
00-0036196,,,,,,,35,549,6,,,,,,,,
00-0027685,,,,,31,,42,626,4,,,,,,,,
00-0036251,,,,,345,4,23,197,1,,,,,,,,
00-0033466,,,,,47,1,20,178,1,,,,,,,,
00-0033308,,,,,125,1,7,72,2,,,,,,,,
00-0035308,,,,,,,9,44,1,,,,,,,,
00-0036187,,,,,3,,3,23,,,,,,,,,
00-0033869,43,,1,47.4,24,1,,,,,,,,,,,
00-0031787,,,,,,,2,28,,,,,,,,,
