player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034857,3089,20,9,85.3,510,9,,,,,,,,,,,
00-0029000,,,,,,,67,778,6,,,,,,,,
00-0035689,,,,,9,,28,388,2,,,,,,,,
00-0023500,,,,,599,2,13,100,,,,,,,,,
00-0031051,28,1,,158.3,7,,72,1060,6,,,,,,,,
00-0035250,,,,,775,2,29,194,2,,,,,,,,
00-0033466,,,,,49,,27,254,1,,,,,,,,
00-0034510,,,,,29,,3,64,,,,,,,,,
00-0032214,,,,,,,6,71,1,,,,,,,,
00-0028581,,,,,7,,5,41,,,,,,,,,
00-0027691,,,,,7,,3,20,,,,,,,,,
00-0028097,,,,,,,4,31,1,,,,,,,,
00-0035308,,,,,,,8,114,,,,,,,,,
00-0032945,,,,,,,12,166,1,,,,,,,,
00-0032209,,,,,63,,13,124,,,,,,,,,
00-0030533,359,,3,51,-4,,,,,,,,,,,,
00-0033904,,,,,,,1,1,1,,,,,,,,
00-0031209,,,,,3,,1,1,,,,,,,,,
