player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031045,,,,,938,8,59,350,,,,,,,,,
00-0030068,,,,,44,,56,962,2,,,,,,,,
00-0033308,,,,,465,2,21,180,1,,,,,,,,
00-0033288,,,,,,,43,515,2,,,,,,,,
00-0033292,,,,,,,43,430,2,,,,,,,,
00-0028116,,,,,,,19,260,2,,,,,,,,
00-0028903,,,,,,,21,336,4,,,,,,,,
00-0029892,,,,,31,,33,315,1,,,,,,,,
00-0033307,,,,,,,16,257,,,,,,,,,
00-0026345,,,,,,,40,500,,,,,,,,,
00-0033936,1430,4,6,69.2,136,3,,,,,,,,,,,
00-0031345,1560,7,5,96.2,11,1,1,-6,,,,,,,,,
00-0027089,,,,,,,8,121,1,,,,,,,,
00-0031687,,,,,30,,,,,,,,,,,,
00-0033315,,,,,,,2,15,,,,,,,,,
00-0032937,,,,,,,1,4,,,,,,,,,
