player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0013042,2972,18,20,65.7,283,2,1,2,,,,,,,,,
00-0008749,,,,,,,44,358,1,,,,,,,,
00-0020022,,,,,834,6,38,413,3,,,,,,,,
00-0002380,,,,,,,19,121,1,,,,,,,,
00-0014328,,,,,2,,34,400,2,,,,,,,,
00-0021094,,,,,,,25,362,1,,,,,,,,
00-0010292,,,,,54,,15,81,3,,,,,,,,
00-0019641,,,,,511,2,20,113,,,,,,,,,
00-0001532,,,,,29,,32,512,1,,,,,,,,
00-0008357,,,,,6,,21,250,1,,,,,,,,
00-0020018,,,,,,,5,42,1,,,,,,,,
00-0021048,,,,,65,,3,36,,,,,,,,,
00-0020021,,,,,,,13,108,1,,,,,,,,
00-0019302,,,,,,,1,14,,,,,,,,,
00-0021063,,,,,,,4,39,,,,,,,,,
00-0021206,66,,2,10.2,20,,,,,,,,,,,,
00-0019518,,,,,,,1,7,,,,,,,,,
