player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032764,,,,,2027,17,19,114,,,,,,,,,
00-0029701,3819,34,7,107.2,266,7,1,,,,,,,,,,
00-0033455,,,,,,,39,387,1,,,,,,,,
00-0033955,,,,,204,1,12,55,,,,,,,,,
00-0035676,,,,,,,70,1075,11,,,,,,,,
00-0033871,,,,,,,65,984,5,,,,,,,,
00-0033858,,,,,4,1,41,448,8,,,,,,,,
00-0034652,,,,,20,,12,100,1,,,,,,,,
00-0032464,,,,,-3,,9,187,,,,,,,,,
00-0036182,,,,,,,3,33,,,,,,,,,
00-0032009,,,,,,,23,228,2,,,,,,,,
00-0032141,,,,,,,9,83,1,,,,,,,,
00-0033925,,,,,95,,1,5,1,,,,,,,,
00-0035099,,,,,,,4,39,,,,,,,,,
00-0034438,7,,,42.4,10,,,,,,,,,,,,
00-0031585,,,,,,,5,49,2,,,,,,,,
00-0036297,,,,,54,,2,27,1,,,,,,,,
00-0035632,,,,,4,,,,,,,,,,,,
00-0025825,,,,39.6,,,,,,,,,,,,,
00-0031209,,,,,9,,,,,,,,,,,,
