player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022127,,,,,,,94,1030,2,,,,,,,,
00-0023921,,,,,-2,,81,1320,11,,,,,,,,
00-0022766,,,,,28,,37,622,5,,,,,,,,
00-0021678,4483,26,9,97.6,105,1,,,,,,,,,,,
00-0023544,,,,,932,7,26,221,,,,,,,,,
00-0022909,,,,,,,38,596,7,,,,,,,,
00-0026262,,,,,349,3,15,132,,,,,,,,,
00-0026162,,,,,685,3,19,119,,,,,,,,,
00-0026201,,,,,,,15,159,,,,,,,,,
00-0027139,,,,,,,7,62,,,,,,,,,
00-0026780,,,,,6,,7,96,,,,,,,,,
00-0023953,,,,,,,7,121,1,,,,,,,,
00-0025582,,,,,,,1,5,,,,,,,,,
