player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034829,,,,39.6,,,73,780,2,,,,,,,,
00-0035311,,,,,612,3,49,234,4,,,,,,,,
00-0036613,,,,,3,1,104,1015,6,,,,,,,,
00-0034798,,,,,3,,34,357,,,,,,,,,
00-0034109,,,,,249,1,4,45,1,,,,,,,,
00-0033555,,,,,,,14,223,4,,,,,,,,
00-0036212,2653,16,10,90.1,128,3,,,,,,,,,,,
00-0036020,,,,,149,,12,117,,,,,,,,,
00-0030669,,,,39.6,17,,25,213,,,,,,,,,
00-0033471,,,,,,,12,161,2,,,,,,,,
00-0033119,1283,5,4,78.1,70,1,,,,,,,,,,,
00-0031547,,,,,,,40,515,2,,,,,,,,
00-0033896,,,,,,,12,110,,,,,,,,,
00-0031806,,,,,125,1,3,10,,,,,,,,,
00-0035350,,,,,7,,6,71,,,,,,,,,
00-0032257,,,,,330,3,4,41,,,,,,,,,
00-0037004,,,,,,,1,8,,,,,,,,,
00-0035342,,,,,4,,3,17,,,,,,,,,
00-0033338,,,,,,,2,16,,,,,,,,,
00-0033127,,,,,,,4,26,,,,,,,,,
00-0035231,,,,,,,1,1,1,,,,,,,,
00-0031363,,,,,1,,,,,,,,,,,,
