player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0037664,,,,,,,32,514,2,,,,,,,,
00-0038997,,,,,,,68,771,2,,,,,,,,
00-0035289,3305,15,9,84.6,100,3,,,,,,,,,,,
00-0036252,,,,,,,109,1152,4,,,,,,,,
00-0036876,,,,,2,,30,368,1,,,,,,,,
00-0036251,,,,,794,5,27,192,2,,,,,,,,
00-0033217,,,,,,,13,161,3,,,,,,,,
00-0038394,,,,,,,18,207,,,,,,,,,
00-0037292,,,,,,,9,147,2,,,,,,,,
00-0036223,,,,,741,7,19,153,1,,,,,,,,
00-0033466,,,,,14,,11,82,,,,,,,,,
00-0036984,,,,,160,,3,13,,,,,,,,,
00-0037120,,,,,87,,6,34,,,,,,,,,
00-0039164,577,3,1,87.3,136,4,,,,,,,,,,,
00-0035045,,,,,,,3,56,1,,,,,,,,
00-0038397,,,,,1,,1,6,,,,,,,,,
